LogID,Tarih,ServerTime,LocalTime,StationID,UserID,Tuketim_kWh,UygulananTarife,OlmasiGerekenTarife,Durum,label
1247,2025-11-12,09:24:00,09:24:00,ST-077,U-101,6.7,GUNDUZ,GUNDUZ,Normal,0
1248,2025-11-12,13:44:00,13:44:00,ST-017,U-376,6.6,GUNDUZ,GUNDUZ,Normal,0
1249,2025-11-12,13:57:00,13:57:00,ST-004,U-167,6.0,GUNDUZ,GUNDUZ,Normal,0
1250,2025-11-11,04:50:00,04:50:00,ST-076,U-265,18.2,GECE,GECE,Normal,0
1251,2025-11-11,04:55:00,04:55:00,ST-095,U-315,4.9,GECE,GECE,Normal,0
1252,2025-11-14,00:12:00,12:12:00,ST-058,U-285,27.2,GUNDUZ,GECE,ANOMALI_ZAMAN_KAYMASI,1
1253,2025-11-14,00:33:00,00:33:00,ST-029,U-122,12.1,GECE,GECE,Normal,0
1254,2025-11-15,06:32:00,06:32:00,ST-067,U-254,19.6,GUNDUZ,GUNDUZ,Normal,0
1255,2025-11-13,16:45:00,16:45:00,ST-062,U-305,4.6,GUNDUZ,GUNDUZ,Normal,0
1256,2025-11-13,12:48:00,12:48:00,ST-057,U-137,12.8,GUNDUZ,GUNDUZ,Normal,0
1257,2025-11-11,13:59:00,13:59:00,ST-017,U-240,6.7,GUNDUZ,GUNDUZ,Normal,0
1258,2025-11-14,15:12:00,15:12:00,ST-042,U-295,13.9,GUNDUZ,GUNDUZ,Normal,0
1259,2025-11-14,15:36:00,15:36:00,ST-078,U-320,12.2,GUNDUZ,GUNDUZ,Normal,0
1260,2025-11-11,18:40:00,18:40:00,ST-084,U-382,6.1,GUNDUZ,GUNDUZ,Normal,0
1261,2025-11-15,09:48:00,09:48:00,ST-030,U-311,11.7,GUNDUZ,GUNDUZ,Normal,0
1262,2025-11-13,01:30:00,01:30:00,ST-094,U-148,11.2,GECE,GECE,Normal,0
1263,2025-11-13,01:45:00,01:45:00,ST-048,U-178,16.0,GECE,GECE,Normal,0
1264,2025-11-15,02:24:00,02:24:00,ST-011,U-147,5.2,GECE,GECE,Normal,0
1265,2025-11-13,15:30:00,03:30:00,ST-017,U-384,50.9,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1266,2025-11-11,10:36:00,10:36:00,ST-043,U-162,14.1,GUNDUZ,GUNDUZ,Normal,0
1267,2025-11-13,16:06:00,16:06:00,ST-097,U-316,16.0,GUNDUZ,GUNDUZ,Normal,0
1268,2025-11-15,13:04:00,01:04:00,ST-040,U-280,35.1,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1269,2025-11-11,19:52:00,19:52:00,ST-085,U-346,7.8,GUNDUZ,GUNDUZ,Normal,0
1270,2025-11-12,14:00:00,14:00:00,ST-072,U-288,10.3,GUNDUZ,GUNDUZ,Normal,0
1271,2025-11-11,20:08:00,20:08:00,ST-055,U-387,14.3,GUNDUZ,GUNDUZ,Normal,0
1272,2025-11-15,19:28:00,19:28:00,ST-083,U-385,15.0,GUNDUZ,GUNDUZ,Normal,0
1273,2025-11-11,06:45:00,06:45:00,ST-089,U-236,15.8,GUNDUZ,GUNDUZ,Normal,0
1274,2025-11-11,06:50:00,06:50:00,ST-040,U-273,16.6,GUNDUZ,GUNDUZ,Normal,0
1275,2025-11-13,09:20:00,21:20:00,ST-073,U-305,55.4,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1276,2025-11-11,16:12:00,16:12:00,ST-004,U-146,15.4,GUNDUZ,GUNDUZ,Normal,0
1277,2025-11-15,17:16:00,17:16:00,ST-059,U-274,10.8,GUNDUZ,GUNDUZ,Normal,0
1278,2025-11-12,06:20:00,06:20:00,ST-073,U-143,17.0,GUNDUZ,GUNDUZ,Normal,0
1279,2025-11-11,11:54:00,11:54:00,ST-007,U-141,17.6,GUNDUZ,GUNDUZ,Normal,0
1280,2025-11-12,20:40:00,20:40:00,ST-078,U-326,11.6,GUNDUZ,GUNDUZ,Normal,0
1281,2025-11-13,20:18:00,20:18:00,ST-015,U-276,17.6,GUNDUZ,GUNDUZ,Normal,0
1282,2025-11-13,20:36:00,08:36:00,ST-076,U-349,48.7,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1283,2025-11-14,11:03:00,11:03:00,ST-051,U-128,4.8,GUNDUZ,GUNDUZ,Normal,0
1284,2025-11-11,07:40:00,07:40:00,ST-099,U-170,21.0,GUNDUZ,GUNDUZ,Normal,0
1285,2025-11-16,01:45:00,01:45:00,ST-001,U-354,9.9,GECE,GECE,Normal,0
1286,2025-11-15,21:28:00,21:28:00,ST-069,U-217,6.3,GUNDUZ,GUNDUZ,Normal,0
1287,2025-11-14,12:27:00,12:27:00,ST-046,U-136,16.0,GUNDUZ,GUNDUZ,Normal,0
1288,2025-11-13,17:36:00,17:36:00,ST-003,U-335,4.8,GUNDUZ,GUNDUZ,Normal,0
1289,2025-11-11,17:43:00,17:43:00,ST-074,U-307,14.4,GUNDUZ,GUNDUZ,Normal,0
1290,2025-11-15,18:30:00,18:30:00,ST-052,U-110,9.2,GUNDUZ,GUNDUZ,Normal,0
1291,2025-11-13,08:45:00,08:45:00,ST-059,U-285,21.1,GUNDUZ,GUNDUZ,Normal,0
1292,2025-11-11,18:04:00,18:04:00,ST-056,U-305,5.9,GUNDUZ,GUNDUZ,Normal,0
1293,2025-11-14,14:33:00,02:33:00,ST-096,U-273,55.5,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1294,2025-11-12,18:48:00,18:48:00,ST-066,U-158,7.0,GUNDUZ,GUNDUZ,Normal,0
1295,2025-11-14,15:15:00,15:15:00,ST-045,U-279,20.3,GUNDUZ,GUNDUZ,Normal,0
1296,2025-11-16,02:08:00,02:08:00,ST-019,U-220,15.6,GECE,GECE,Normal,0
1297,2025-11-11,23:36:00,23:36:00,ST-078,U-178,7.6,GECE,GECE,Normal,0
1298,2025-11-16,08:02:00,08:02:00,ST-099,U-352,5.4,GUNDUZ,GUNDUZ,Normal,0
1299,2025-11-14,06:41:00,06:41:00,ST-058,U-389,17.7,GUNDUZ,GUNDUZ,Normal,0
1300,2025-11-15,13:00:00,13:00:00,ST-081,U-261,15.2,GUNDUZ,GUNDUZ,Normal,0
1301,2025-11-12,05:09:00,05:09:00,ST-081,U-255,12.4,GECE,GECE,Normal,0
1302,2025-11-16,15:00:00,15:00:00,ST-065,U-137,5.0,GUNDUZ,GUNDUZ,Normal,0
1303,2025-11-13,06:42:00,06:42:00,ST-048,U-246,4.7,GUNDUZ,GUNDUZ,Normal,0
1304,2025-11-11,19:28:00,19:28:00,ST-012,U-359,21.6,GUNDUZ,GUNDUZ,Normal,0
1305,2025-11-13,22:25:00,22:25:00,ST-095,U-121,14.0,GECE,GECE,Normal,0
1306,2025-11-14,08:54:00,08:54:00,ST-025,U-264,14.3,GUNDUZ,GUNDUZ,Normal,0
1307,2025-11-15,10:48:00,10:48:00,ST-008,U-330,6.7,GUNDUZ,GUNDUZ,Normal,0
1308,2025-11-12,01:04:00,01:04:00,ST-092,U-143,19.1,GECE,GECE,Normal,0
1309,2025-11-14,20:09:00,20:09:00,ST-091,U-324,4.7,GUNDUZ,GUNDUZ,Normal,0
1310,2025-11-14,10:10:00,10:10:00,ST-047,U-290,15.0,GUNDUZ,GUNDUZ,Normal,0
1311,2025-11-13,08:34:00,08:34:00,ST-087,U-126,17.9,GUNDUZ,GUNDUZ,Normal,0
1312,2025-11-16,20:00:00,20:00:00,ST-043,U-148,10.0,GUNDUZ,GUNDUZ,Normal,0
1313,2025-11-15,02:46:00,02:46:00,ST-093,U-176,9.1,GECE,GECE,Normal,0
1314,2025-11-13,14:30:00,02:30:00,ST-045,U-258,48.2,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1315,2025-11-15,19:15:00,19:15:00,ST-077,U-143,11.1,GUNDUZ,GUNDUZ,Normal,0
1316,2025-11-13,09:44:00,09:44:00,ST-043,U-165,15.6,GUNDUZ,GUNDUZ,Normal,0
1317,2025-11-16,01:22:00,01:22:00,ST-088,U-369,21.0,GECE,GECE,Normal,0
1318,2025-11-11,21:06:00,21:06:00,ST-047,U-109,11.6,GUNDUZ,GUNDUZ,Normal,0
1319,2025-11-13,21:04:00,21:04:00,ST-044,U-348,21.1,GUNDUZ,GUNDUZ,Normal,0
1320,2025-11-12,18:40:00,18:40:00,ST-010,U-251,6.5,GUNDUZ,GUNDUZ,Normal,0
1321,2025-11-17,00:30:00,12:30:00,ST-095,U-369,52.0,GUNDUZ,GECE,ANOMALI_ZAMAN_KAYMASI,1
1322,2025-11-11,16:12:00,16:12:00,ST-080,U-167,19.8,GUNDUZ,GUNDUZ,Normal,0
1323,2025-11-15,17:12:00,17:12:00,ST-089,U-184,6.9,GUNDUZ,GUNDUZ,Normal,0
1324,2025-11-16,15:12:00,15:12:00,ST-087,U-221,11.4,GUNDUZ,GUNDUZ,Normal,0
1325,2025-11-14,14:55:00,14:55:00,ST-058,U-219,17.5,GUNDUZ,GUNDUZ,Normal,0
1326,2025-11-15,07:32:00,07:32:00,ST-061,U-199,21.4,GUNDUZ,GUNDUZ,Normal,0
1327,2025-11-13,23:12:00,23:12:00,ST-057,U-336,14.3,GECE,GECE,Normal,0
1328,2025-11-16,22:32:00,22:32:00,ST-068,U-314,10.9,GECE,GECE,Normal,0
1329,2025-11-12,14:50:00,14:50:00,ST-018,U-228,18.4,GUNDUZ,GUNDUZ,Normal,0
1330,2025-11-11,17:00:00,17:00:00,ST-071,U-152,19.7,GUNDUZ,GUNDUZ,Normal,0
1331,2025-11-16,12:57:00,12:57:00,ST-037,U-142,19.3,GUNDUZ,GUNDUZ,Normal,0
1332,2025-11-17,00:28:00,00:28:00,ST-066,U-175,12.1,GECE,GECE,Normal,0
1333,2025-11-14,11:54:00,23:54:00,ST-058,U-278,56.9,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1334,2025-11-11,11:50:00,11:50:00,ST-048,U-220,11.1,GUNDUZ,GUNDUZ,Normal,0
1335,2025-11-14,06:55:00,06:55:00,ST-004,U-263,10.7,GUNDUZ,GUNDUZ,Normal,0
1336,2025-11-12,04:48:00,04:48:00,ST-019,U-170,15.7,GECE,GECE,Normal,0
1337,2025-11-11,17:42:00,17:42:00,ST-090,U-171,18.9,GUNDUZ,GUNDUZ,Normal,0
1338,2025-11-17,03:22:00,03:22:00,ST-001,U-140,12.1,GECE,GECE,Normal,0
1339,2025-11-11,12:15:00,12:15:00,ST-071,U-370,19.0,GUNDUZ,GUNDUZ,Normal,0
1340,2025-11-14,14:00:00,02:00:00,ST-039,U-162,35.1,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1341,2025-11-11,18:06:00,18:06:00,ST-080,U-334,15.5,GUNDUZ,GUNDUZ,Normal,0
1342,2025-11-11,23:54:00,11:54:00,ST-077,U-374,56.7,GUNDUZ,GECE,ANOMALI_ZAMAN_KAYMASI,1
1343,2025-11-11,12:35:00,12:35:00,ST-092,U-173,14.4,GUNDUZ,GUNDUZ,Normal,0
1344,2025-11-13,16:16:00,16:16:00,ST-031,U-392,15.1,GUNDUZ,GUNDUZ,Normal,0
1345,2025-11-14,15:30:00,15:30:00,ST-068,U-284,16.0,GUNDUZ,GUNDUZ,Normal,0
1346,2025-11-12,00:22:00,00:22:00,ST-065,U-383,13.8,GECE,GECE,Normal,0
1347,2025-11-11,12:55:00,12:55:00,ST-082,U-298,12.5,GUNDUZ,GUNDUZ,Normal,0
1348,2025-11-14,04:48:00,04:48:00,ST-009,U-276,4.3,GECE,GECE,Normal,0
1349,2025-11-13,05:48:00,05:48:00,ST-099,U-397,15.3,GECE,GECE,Normal,0
1350,2025-11-17,03:20:00,03:20:00,ST-046,U-379,6.4,GECE,GECE,Normal,0
1351,2025-11-13,23:45:00,23:45:00,ST-088,U-337,7.2,GECE,GECE,Normal,0
1352,2025-11-16,22:24:00,22:24:00,ST-018,U-132,7.3,GECE,GECE,Normal,0
1353,2025-11-16,22:51:00,22:51:00,ST-038,U-203,12.2,GECE,GECE,Normal,0
1354,2025-11-11,19:24:00,19:24:00,ST-041,U-258,19.9,GUNDUZ,GUNDUZ,Normal,0
1355,2025-11-15,12:15:00,12:15:00,ST-061,U-229,18.7,GUNDUZ,GUNDUZ,Normal,0
1356,2025-11-11,19:36:00,19:36:00,ST-046,U-124,7.4,GUNDUZ,GUNDUZ,Normal,0
1357,2025-11-16,12:45:00,12:45:00,ST-048,U-323,6.2,GUNDUZ,GUNDUZ,Normal,0
1358,2025-11-14,13:26:00,13:26:00,ST-050,U-273,20.1,GUNDUZ,GUNDUZ,Normal,0
1359,2025-11-12,19:50:00,19:50:00,ST-067,U-236,13.0,GUNDUZ,GUNDUZ,Normal,0
1360,2025-11-17,20:00:00,08:00:00,ST-056,U-192,39.9,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1361,2025-11-15,20:22:00,20:22:00,ST-042,U-251,5.8,GUNDUZ,GUNDUZ,Normal,0
1362,2025-11-13,20:28:00,20:28:00,ST-022,U-327,16.9,GUNDUZ,GUNDUZ,Normal,0
1363,2025-11-14,08:48:00,08:48:00,ST-046,U-322,17.1,GUNDUZ,GUNDUZ,Normal,0
1364,2025-11-13,14:52:00,14:52:00,ST-008,U-138,18.2,GUNDUZ,GUNDUZ,Normal,0
1365,2025-11-16,22:10:00,22:10:00,ST-096,U-181,10.5,GECE,GECE,Normal,0
1366,2025-11-11,14:30:00,14:30:00,ST-057,U-117,14.9,GUNDUZ,GUNDUZ,Normal,0
1367,2025-11-12,15:03:00,03:03:00,ST-047,U-285,52.2,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1368,2025-11-14,16:16:00,16:16:00,ST-020,U-330,4.6,GUNDUZ,GUNDUZ,Normal,0
1369,2025-11-14,10:24:00,10:24:00,ST-074,U-170,17.7,GUNDUZ,GUNDUZ,Normal,0
1370,2025-11-15,17:30:00,17:30:00,ST-036,U-227,9.7,GUNDUZ,GUNDUZ,Normal,0
1371,2025-11-12,09:28:00,21:28:00,ST-067,U-298,31.5,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1372,2025-11-16,00:24:00,12:24:00,ST-091,U-328,52.1,GUNDUZ,GECE,ANOMALI_ZAMAN_KAYMASI,1
1373,2025-11-13,04:23:00,04:23:00,ST-063,U-202,9.1,GECE,GECE,Normal,0
1374,2025-11-12,09:52:00,09:52:00,ST-023,U-327,5.3,GUNDUZ,GUNDUZ,Normal,0
1375,2025-11-12,03:45:00,03:45:00,ST-041,U-277,21.4,GECE,GECE,Normal,0
1376,2025-11-17,09:12:00,21:12:00,ST-039,U-180,44.0,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1377,2025-11-17,09:39:00,09:39:00,ST-023,U-285,16.6,GUNDUZ,GUNDUZ,Normal,0
1378,2025-11-15,20:18:00,20:18:00,ST-018,U-221,21.7,GUNDUZ,GUNDUZ,Normal,0
1379,2025-11-18,05:30:00,05:30:00,ST-074,U-288,10.5,GECE,GECE,Normal,0
1380,2025-11-15,08:20:00,08:20:00,ST-079,U-144,13.9,GUNDUZ,GUNDUZ,Normal,0
1381,2025-11-12,04:27:00,04:27:00,ST-093,U-345,22.0,GECE,GECE,Normal,0
1382,2025-11-15,21:42:00,21:42:00,ST-074,U-137,11.4,GUNDUZ,GUNDUZ,Normal,0
1383,2025-11-12,17:27:00,17:27:00,ST-058,U-338,15.6,GUNDUZ,GUNDUZ,Normal,0
1384,2025-11-17,06:24:00,06:24:00,ST-071,U-193,6.3,GUNDUZ,GUNDUZ,Normal,0
1385,2025-11-18,02:05:00,02:05:00,ST-008,U-163,11.8,GECE,GECE,Normal,0
1386,2025-11-15,23:06:00,23:06:00,ST-042,U-215,7.0,GECE,GECE,Normal,0
1387,2025-11-14,15:12:00,15:12:00,ST-037,U-140,13.3,GUNDUZ,GUNDUZ,Normal,0
1388,2025-11-13,20:04:00,20:04:00,ST-036,U-164,21.2,GUNDUZ,GUNDUZ,Normal,0
1389,2025-11-17,02:05:00,02:05:00,ST-065,U-186,13.6,GECE,GECE,Normal,0
1390,2025-11-16,13:30:00,13:30:00,ST-085,U-272,6.8,GUNDUZ,GUNDUZ,Normal,0
1391,2025-11-16,13:53:00,01:53:00,ST-011,U-123,55.2,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1392,2025-11-17,03:20:00,03:20:00,ST-027,U-392,8.8,GECE,GECE,Normal,0
1393,2025-11-15,05:54:00,05:54:00,ST-081,U-379,4.5,GECE,GECE,Normal,0
1394,2025-11-14,03:56:00,03:56:00,ST-032,U-307,9.4,GECE,GECE,Normal,0
1395,2025-11-14,04:10:00,04:10:00,ST-021,U-325,16.4,GECE,GECE,Normal,0
1396,2025-11-15,06:48:00,06:48:00,ST-078,U-173,7.7,GUNDUZ,GUNDUZ,Normal,0
1397,2025-11-14,11:15:00,11:15:00,ST-045,U-304,9.7,GUNDUZ,GUNDUZ,Normal,0
1398,2025-11-12,19:42:00,19:42:00,ST-014,U-263,13.3,GUNDUZ,GUNDUZ,Normal,0
1399,2025-11-13,15:48:00,15:48:00,ST-032,U-172,8.8,GUNDUZ,GUNDUZ,Normal,0
1400,2025-11-12,13:20:00,01:20:00,ST-079,U-314,58.1,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1401,2025-11-13,16:12:00,16:12:00,ST-042,U-395,20.2,GUNDUZ,GUNDUZ,Normal,0
1402,2025-11-18,03:36:00,03:36:00,ST-064,U-363,17.7,GECE,GECE,Normal,0
1403,2025-11-15,15:37:00,15:37:00,ST-003,U-146,9.6,GUNDUZ,GUNDUZ,Normal,0
1404,2025-11-15,02:28:00,02:28:00,ST-028,U-398,21.4,GECE,GECE,Normal,0
1405,2025-11-14,20:00:00,08:00:00,ST-077,U-340,34.8,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1406,2025-11-14,06:44:00,06:44:00,ST-056,U-168,19.2,GUNDUZ,GUNDUZ,Normal,0
1407,2025-11-14,00:11:00,00:11:00,ST-047,U-123,17.7,GECE,GECE,Normal,0
1408,2025-11-15,03:36:00,15:36:00,ST-047,U-383,44.7,GUNDUZ,GECE,ANOMALI_ZAMAN_KAYMASI,1
1409,2025-11-14,07:26:00,19:26:00,ST-098,U-381,42.6,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1410,2025-11-14,00:50:00,00:50:00,ST-079,U-160,15.2,GECE,GECE,Normal,0
1411,2025-11-12,21:39:00,21:39:00,ST-044,U-385,11.1,GUNDUZ,GUNDUZ,Normal,0
1412,2025-11-14,21:52:00,21:52:00,ST-066,U-305,7.6,GUNDUZ,GUNDUZ,Normal,0
1413,2025-11-16,08:33:00,20:33:00,ST-092,U-270,26.4,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1414,2025-11-18,23:00:00,23:00:00,ST-078,U-363,12.2,GECE,GECE,Normal,0
1415,2025-11-12,22:15:00,22:15:00,ST-021,U-301,15.0,GECE,GECE,Normal,0
1416,2025-11-17,06:24:00,06:24:00,ST-044,U-359,9.4,GUNDUZ,GUNDUZ,Normal,0
1417,2025-11-16,09:57:00,09:57:00,ST-039,U-343,16.8,GUNDUZ,GUNDUZ,Normal,0
1418,2025-11-11,18:50:00,18:50:00,ST-054,U-398,16.1,GUNDUZ,GUNDUZ,Normal,0
1419,2025-11-14,09:46:00,09:46:00,ST-089,U-113,17.1,GUNDUZ,GUNDUZ,Normal,0
1420,2025-11-17,08:00:00,08:00:00,ST-075,U-395,21.4,GUNDUZ,GUNDUZ,Normal,0
1421,2025-11-13,20:12:00,20:12:00,ST-022,U-368,14.5,GUNDUZ,GUNDUZ,Normal,0
1422,2025-11-17,15:50:00,15:50:00,ST-049,U-175,17.9,GUNDUZ,GUNDUZ,Normal,0
1423,2025-11-17,23:18:00,23:18:00,ST-090,U-156,14.3,GECE,GECE,Normal,0
1424,2025-11-13,13:44:00,01:44:00,ST-020,U-311,36.0,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1425,2025-11-18,07:15:00,07:15:00,ST-079,U-341,13.0,GUNDUZ,GUNDUZ,Normal,0
1426,2025-11-18,14:48:00,14:48:00,ST-067,U-206,16.7,GUNDUZ,GUNDUZ,Normal,0
1427,2025-11-16,20:34:00,20:34:00,ST-068,U-292,15.9,GUNDUZ,GUNDUZ,Normal,0
1428,2025-11-14,19:00:00,19:00:00,ST-069,U-275,12.3,GUNDUZ,GUNDUZ,Normal,0
1429,2025-11-16,21:18:00,21:18:00,ST-093,U-235,17.9,GUNDUZ,GUNDUZ,Normal,0
1430,2025-11-17,12:00:00,12:00:00,ST-036,U-385,21.2,GUNDUZ,GUNDUZ,Normal,0
1431,2025-11-14,12:34:00,12:34:00,ST-039,U-247,21.5,GUNDUZ,GUNDUZ,Normal,0
1432,2025-11-18,10:24:00,10:24:00,ST-041,U-345,16.7,GUNDUZ,GUNDUZ,Normal,0
1433,2025-11-15,03:28:00,03:28:00,ST-093,U-240,20.8,GECE,GECE,Normal,0
1434,2025-11-14,13:16:00,13:16:00,ST-049,U-302,16.2,GUNDUZ,GUNDUZ,Normal,0
1435,2025-11-15,04:00:00,04:00:00,ST-038,U-121,18.5,GECE,GECE,Normal,0
1436,2025-11-14,13:44:00,13:44:00,ST-057,U-231,5.4,GUNDUZ,GUNDUZ,Normal,0
1437,2025-11-18,19:56:00,19:56:00,ST-069,U-238,7.6,GUNDUZ,GUNDUZ,Normal,0
1438,2025-11-17,00:36:00,00:36:00,ST-079,U-222,6.5,GECE,GECE,Normal,0
1439,2025-11-13,23:48:00,11:48:00,ST-029,U-219,56.7,GUNDUZ,GECE,ANOMALI_ZAMAN_KAYMASI,1
1440,2025-11-12,04:00:00,16:00:00,ST-061,U-151,36.6,GUNDUZ,GECE,ANOMALI_ZAMAN_KAYMASI,1
1441,2025-11-18,07:06:00,07:06:00,ST-071,U-180,4.1,GUNDUZ,GUNDUZ,Normal,0
1442,2025-11-15,20:36:00,20:36:00,ST-061,U-344,19.9,GUNDUZ,GUNDUZ,Normal,0
1443,2025-11-18,00:35:00,00:35:00,ST-042,U-246,21.4,GECE,GECE,Normal,0
1444,2025-11-18,01:00:00,13:00:00,ST-084,U-393,51.9,GUNDUZ,GECE,ANOMALI_ZAMAN_KAYMASI,1
1445,2025-11-14,01:00:00,01:00:00,ST-005,U-189,17.0,GECE,GECE,Normal,0
1446,2025-11-15,21:48:00,21:48:00,ST-005,U-303,7.2,GUNDUZ,GUNDUZ,Normal,0
1447,2025-11-19,15:30:00,15:30:00,ST-038,U-119,20.9,GUNDUZ,GUNDUZ,Normal,0
1448,2025-11-11,21:20:00,21:20:00,ST-043,U-245,14.9,GUNDUZ,GUNDUZ,Normal,0
1449,2025-11-16,06:11:00,06:11:00,ST-064,U-168,13.8,GUNDUZ,GUNDUZ,Normal,0
1450,2025-11-16,21:30:00,21:30:00,ST-015,U-269,7.5,GUNDUZ,GUNDUZ,Normal,0
1451,2025-11-13,11:10:00,11:10:00,ST-092,U-195,15.7,GUNDUZ,GUNDUZ,Normal,0
1452,2025-11-11,21:40:00,21:40:00,ST-073,U-198,18.2,GUNDUZ,GUNDUZ,Normal,0
1453,2025-11-13,11:30:00,11:30:00,ST-052,U-318,15.5,GUNDUZ,GUNDUZ,Normal,0
1454,2025-11-16,22:54:00,22:54:00,ST-013,U-194,11.2,GECE,GECE,Normal,0
1455,2025-11-13,04:15:00,04:15:00,ST-001,U-233,20.8,GECE,GECE,Normal,0
1456,2025-11-15,17:12:00,17:12:00,ST-043,U-254,17.6,GUNDUZ,GUNDUZ,Normal,0
1457,2025-11-17,15:11:00,15:11:00,ST-084,U-284,4.2,GUNDUZ,GUNDUZ,Normal,0
1458,2025-11-18,22:06:00,22:06:00,ST-060,U-257,16.0,GECE,GECE,Normal,0
1459,2025-11-13,12:30:00,12:30:00,ST-091,U-259,13.0,GUNDUZ,GUNDUZ,Normal,0
1460,2025-11-18,23:00:00,11:00:00,ST-038,U-288,57.1,GUNDUZ,GECE,ANOMALI_ZAMAN_KAYMASI,1
1461,2025-11-18,00:24:00,00:24:00,ST-062,U-178,21.2,GECE,GECE,Normal,0
1462,2025-11-16,10:18:00,10:18:00,ST-054,U-381,14.9,GUNDUZ,GUNDUZ,Normal,0
1463,2025-11-16,18:20:00,18:20:00,ST-028,U-226,18.4,GUNDUZ,GUNDUZ,Normal,0
1464,2025-11-18,17:04:00,17:04:00,ST-011,U-369,19.7,GUNDUZ,GUNDUZ,Normal,0
1465,2025-11-16,11:15:00,11:15:00,ST-073,U-157,10.5,GUNDUZ,GUNDUZ,Normal,0
1466,2025-11-12,06:36:00,06:36:00,ST-026,U-393,20.3,GUNDUZ,GUNDUZ,Normal,0
1467,2025-11-17,11:14:00,11:14:00,ST-067,U-326,9.9,GUNDUZ,GUNDUZ,Normal,0
1468,2025-11-12,22:24:00,22:24:00,ST-063,U-146,16.9,GECE,GECE,Normal,0
1469,2025-11-17,04:09:00,04:09:00,ST-017,U-362,5.0,GECE,GECE,Normal,0
1470,2025-11-16,05:00:00,05:00:00,ST-060,U-257,5.0,GECE,GECE,Normal,0
1471,2025-11-19,11:48:00,23:48:00,ST-001,U-211,33.9,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1472,2025-11-17,20:56:00,08:56:00,ST-090,U-132,39.8,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1473,2025-11-17,13:26:00,13:26:00,ST-009,U-341,20.8,GUNDUZ,GUNDUZ,Normal,0
1474,2025-11-12,07:24:00,07:24:00,ST-018,U-315,7.2,GUNDUZ,GUNDUZ,Normal,0
1475,2025-11-15,14:40:00,14:40:00,ST-049,U-292,10.9,GUNDUZ,GUNDUZ,Normal,0
1476,2025-11-12,15:32:00,15:32:00,ST-070,U-168,15.9,GUNDUZ,GUNDUZ,Normal,0
1477,2025-11-18,14:45:00,14:45:00,ST-069,U-301,6.1,GUNDUZ,GUNDUZ,Normal,0
1478,2025-11-17,07:18:00,07:18:00,ST-001,U-111,21.6,GUNDUZ,GUNDUZ,Normal,0
1479,2025-11-14,23:46:00,23:46:00,ST-055,U-372,16.9,GECE,GECE,Normal,0
1480,2025-11-16,00:00:00,00:00:00,ST-045,U-179,8.5,GECE,GECE,Normal,0
1481,2025-11-14,16:13:00,16:13:00,ST-098,U-157,19.8,GUNDUZ,GUNDUZ,Normal,0
1482,2025-11-12,08:12:00,08:12:00,ST-099,U-108,11.5,GUNDUZ,GUNDUZ,Normal,0
1483,2025-11-14,08:36:00,08:36:00,ST-005,U-328,5.8,GUNDUZ,GUNDUZ,Normal,0
1484,2025-11-18,09:36:00,09:36:00,ST-032,U-122,19.7,GUNDUZ,GUNDUZ,Normal,0
1485,2025-11-16,01:25:00,01:25:00,ST-097,U-128,13.7,GECE,GECE,Normal,0
1486,2025-11-13,08:54:00,08:54:00,ST-094,U-394,9.2,GUNDUZ,GUNDUZ,Normal,0
1487,2025-11-15,09:45:00,09:45:00,ST-042,U-221,17.9,GUNDUZ,GUNDUZ,Normal,0
1488,2025-11-15,01:52:00,01:52:00,ST-067,U-213,21.7,GECE,GECE,Normal,0
1489,2025-11-16,10:42:00,10:42:00,ST-076,U-189,5.1,GUNDUZ,GUNDUZ,Normal,0
1490,2025-11-18,20:10:00,20:10:00,ST-007,U-276,14.0,GUNDUZ,GUNDUZ,Normal,0
1491,2025-11-18,20:35:00,20:35:00,ST-041,U-313,18.1,GUNDUZ,GUNDUZ,Normal,0
1492,2025-11-16,11:36:00,11:36:00,ST-097,U-375,10.8,GUNDUZ,GUNDUZ,Normal,0
